종목코드,기준일,지표,값
075580,2023-07-21,PBR,1.8518
075580,2023-07-21,PCR,12.9688
075580,2023-07-21,PER,24.4118
075580,2023-07-21,PSR,1.0924
075970,2023-07-21,PBR,1.0043
075970,2023-07-21,PCR,37.72
075970,2023-07-21,PER,29.6371
075970,2023-07-21,PSR,0.7229
076080,2023-07-21,PBR,1.7165
076080,2023-07-21,PCR,-5.3404
076080,2023-07-21,PER,124.0167
076080,2023-07-21,PSR,0.3087
076610,2023-07-21,PBR,1.1739
076610,2023-07-21,PCR,-13.8318
076610,2023-07-21,PER,-3.7814
076610,2023-07-21,PSR,0.3308
077360,2023-07-21,PBR,1.2707
077360,2023-07-21,PCR,37.0355
077360,2023-07-21,PER,-1308.5867
077360,2023-07-21,PSR,2.2798
077500,2023-07-21,PBR,1.1461
077500,2023-07-21,PCR,-15.5504
077500,2023-07-21,PER,13.0924
077500,2023-07-21,PSR,0.5505
077970,2023-07-21,PBR,1.2303
077970,2023-07-21,PCR,-13.0812
077970,2023-07-21,PER,-12.2058
077970,2023-07-21,PSR,0.598
078000,2023-07-21,PBR,0.8145
078000,2023-07-21,PCR,45.807
078000,2023-07-21,PER,17.4067
078000,2023-07-21,PSR,2.0147
078020,2023-07-21,PBR,0.2389
078020,2023-07-21,PCR,-0.2406
078020,2023-07-21,PER,9.8264
078070,2023-07-21,PBR,0.8064
078070,2023-07-21,PCR,24.2704
078070,2023-07-21,PER,8.964
078070,2023-07-21,PSR,1.6576
078130,2023-07-21,PBR,1.8256
078130,2023-07-21,PCR,-22.1943
078130,2023-07-21,PER,-6.4616
078130,2023-07-21,PSR,0.955
078140,2023-07-21,PBR,0.6559
078140,2023-07-21,PCR,11.5007
078140,2023-07-21,PER,8.4474
078140,2023-07-21,PSR,1.0286
078150,2023-07-21,PBR,1.0128
078150,2023-07-21,PCR,-20.1717
078150,2023-07-21,PER,3.2195
078150,2023-07-21,PSR,1.5763
078160,2023-07-21,PBR,1.3786
078160,2023-07-21,PCR,-27.5512
078160,2023-07-21,PER,91.47
078160,2023-07-21,PSR,3.4439
078340,2023-07-21,PBR,0.5344
078340,2023-07-21,PCR,-17.9108
078340,2023-07-21,PER,20.2754
078340,2023-07-21,PSR,0.9294
078350,2023-07-21,PBR,1.8266
078350,2023-07-21,PCR,19.9602
078350,2023-07-21,PER,6.7374
078350,2023-07-21,PSR,0.4324
078520,2023-07-21,PBR,1.417
078520,2023-07-21,PCR,13.3218
078520,2023-07-21,PER,31.1679
078520,2023-07-21,PSR,0.6496
078590,2023-07-21,PBR,9.5492
078590,2023-07-21,PCR,137.6335
078590,2023-07-21,PER,30.4382
078590,2023-07-21,PSR,7.0503
078600,2023-07-21,PBR,13.0356
078600,2023-07-21,PCR,121.6659
078600,2023-07-21,PER,-608.3296
078600,2023-07-21,PSR,9.4777
078860,2023-07-21,PBR,0.2399
078860,2023-07-21,PCR,-11.3262
078860,2023-07-21,PER,-0.345
078860,2023-07-21,PSR,1.195
078890,2023-07-21,PBR,0.5761
078890,2023-07-21,PCR,-3.9497
078890,2023-07-21,PER,-12.0709
078890,2023-07-21,PSR,0.1905
078930,2023-07-21,PBR,0.2188
078930,2023-07-21,PCR,1.2128
078930,2023-07-21,PER,1.588
078930,2023-07-21,PSR,0.125
078940,2023-07-21,PBR,7.6112
078940,2023-07-21,PCR,-23.8908
078940,2023-07-21,PER,-11.5778
078940,2023-07-21,PSR,-55.7452
079000,2023-07-21,PBR,0.5105
079000,2023-07-21,PCR,10.6249
079000,2023-07-21,PER,7.02
079000,2023-07-21,PSR,2.016
079160,2023-07-21,PBR,1.6388
079160,2023-07-21,PCR,3.2455
079160,2023-07-21,PER,-3.6689
079160,2023-07-21,PSR,0.3584
079170,2023-07-21,PBR,0.9696
079170,2023-07-21,PCR,5.0734
079170,2023-07-21,PER,10.4186
079170,2023-07-21,PSR,0.6349
079190,2023-07-21,PBR,2.0585
079190,2023-07-21,PCR,31.5105
079190,2023-07-21,PER,-5.9368
079190,2023-07-21,PSR,0.6341
079370,2023-07-21,PBR,1.9058
079370,2023-07-21,PCR,-21.2289
079370,2023-07-21,PER,14.7155
079370,2023-07-21,PSR,1.0269
079430,2023-07-21,PBR,0.3445
079430,2023-07-21,PCR,-3.521
079430,2023-07-21,PER,-2.6658
079430,2023-07-21,PSR,0.1063
079550,2023-07-21,PBR,1.8891
079550,2023-07-21,PCR,3.1717
079550,2023-07-21,PER,12.4911
079550,2023-07-21,PSR,0.752
079650,2023-07-21,PBR,0.3462
079650,2023-07-21,PCR,-20.0778
079650,2023-07-21,PER,27.8
079650,2023-07-21,PSR,0.7641
079940,2023-07-21,PBR,0.7189
079940,2023-07-21,PCR,2.7222
079940,2023-07-21,PER,4.7563
079940,2023-07-21,PSR,0.7049
079950,2023-07-21,PBR,0.735
079950,2023-07-21,PCR,-4.9065
079950,2023-07-21,PER,-4.7153
079950,2023-07-21,PSR,0.948
079960,2023-07-21,PBR,0.604
079960,2023-07-21,PCR,3.4229
079960,2023-07-21,PER,6.5298
079960,2023-07-21,PSR,0.3116
079970,2023-07-21,PBR,1.877
079970,2023-07-21,PCR,347.246
079970,2023-07-21,PER,-5.0326
079970,2023-07-21,PSR,1.4745
079980,2023-07-21,PBR,0.3608
079980,2023-07-21,PCR,-7.8138
079980,2023-07-21,PER,-1.5494
079980,2023-07-21,PSR,0.1493
080000,2023-07-21,PBR,0.814
080000,2023-07-21,PCR,8.1265
080000,2023-07-21,PER,12.418
080000,2023-07-21,PSR,0.8827
080010,2023-07-21,PBR,0.4516
080010,2023-07-21,PCR,4.0355
080010,2023-07-21,PER,5.0804
080010,2023-07-21,PSR,0.7566
080160,2023-07-21,PBR,3.3211
080160,2023-07-21,PCR,3.9995
080160,2023-07-21,PER,-176.2147
080160,2023-07-21,PSR,3.5078
080220,2023-07-21,PBR,1.1069
080220,2023-07-21,PCR,43.5654
080220,2023-07-21,PER,9.7692
080220,2023-07-21,PSR,1.0157
080420,2023-07-21,PBR,0.6233
080420,2023-07-21,PCR,4.607
080420,2023-07-21,PER,-217.7845
080420,2023-07-21,PSR,0.585
080470,2023-07-21,PBR,0.8966
080470,2023-07-21,PCR,3.5863
080470,2023-07-21,PER,18.0748
080470,2023-07-21,PSR,0.245
080520,2023-07-21,PBR,0.4807
080520,2023-07-21,PCR,7.3488
080520,2023-07-21,PER,11.1593
080520,2023-07-21,PSR,1.59
080530,2023-07-21,PBR,1.7675
080530,2023-07-21,PCR,-8.9581
080530,2023-07-21,PER,-4.2111
080530,2023-07-21,PSR,0.8104
080580,2023-07-21,PBR,4.9685
080580,2023-07-21,PCR,18.7939
080580,2023-07-21,PER,57.6347
080580,2023-07-21,PSR,2.7978
080720,2023-07-21,PBR,0.8273
080720,2023-07-21,PCR,-12.3346
080720,2023-07-21,PER,-81.4084
080720,2023-07-21,PSR,0.6502
081000,2023-07-21,PBR,0.4809
081000,2023-07-21,PCR,10.817
081000,2023-07-21,PER,-256.364
081000,2023-07-21,PSR,1.3086
081150,2023-07-21,PBR,0.578
081150,2023-07-21,PCR,-21.2207
081150,2023-07-21,PER,9.8117
081150,2023-07-21,PSR,0.3479
081580,2023-07-21,PBR,0.3455
081580,2023-07-21,PCR,4.5795
081580,2023-07-21,PER,43.2504
081580,2023-07-21,PSR,0.2428
081660,2023-07-21,PBR,0.9043
081660,2023-07-21,PCR,-37.7662
081660,2023-07-21,PER,5.1666
081660,2023-07-21,PSR,0.5616
082210,2023-07-21,PBR,0.9965
082210,2023-07-21,PCR,40.0159
082210,2023-07-21,PER,-0.8064
082210,2023-07-21,PSR,0.3328
082270,2023-07-21,PBR,3.8041
082270,2023-07-21,PCR,-873.2067
082270,2023-07-21,PER,-21.0411
082270,2023-07-21,PSR,7.1477
082640,2023-07-21,PBR,0.2623
082640,2023-07-21,PCR,0.6526
082640,2023-07-21,PER,3.6682
082660,2023-07-21,PBR,6.4226
082660,2023-07-21,PCR,-22.2615
082660,2023-07-21,PER,-14.5937
082660,2023-07-21,PSR,13.6816
082740,2023-07-21,PBR,4.1764
082740,2023-07-21,PCR,4210.365
082740,2023-07-21,PER,-28.2575
082740,2023-07-21,PSR,1.0717
082800,2023-07-21,PBR,1.3813
082800,2023-07-21,PCR,-48.7961
082800,2023-07-21,PER,-4.9395
082800,2023-07-21,PSR,2.8551
082850,2023-07-21,PBR,0.4734
082850,2023-07-21,PCR,4.453
082850,2023-07-21,PER,6.6129
082850,2023-07-21,PSR,0.0868
082920,2023-07-21,PBR,2.4872
082920,2023-07-21,PCR,16.6524
082920,2023-07-21,PER,16.2376
082920,2023-07-21,PSR,2.9267
083310,2023-07-21,PBR,1.6534
083310,2023-07-21,PCR,9.2331
083310,2023-07-21,PER,12.1404
083310,2023-07-21,PSR,0.8564
083420,2023-07-21,PBR,1.6863
083420,2023-07-21,PCR,12.4351
083420,2023-07-21,PER,-177.2
083420,2023-07-21,PSR,0.7048
083450,2023-07-21,PBR,1.3809
083450,2023-07-21,PCR,7.0874
083450,2023-07-21,PER,5.7433
083450,2023-07-21,PSR,0.822
083470,2023-07-21,PBR,3.979
083470,2023-07-21,PCR,21.7115
083470,2023-07-21,PER,-83.2273
083470,2023-07-21,PSR,1.6319
083500,2023-07-21,PBR,1.247
083500,2023-07-21,PCR,6.0278
083500,2023-07-21,PER,87.7374
083500,2023-07-21,PSR,1.2167
083550,2023-07-21,PBR,0.4549
083550,2023-07-21,PCR,4.9912
083550,2023-07-21,PER,9.741
083550,2023-07-21,PSR,0.4171
083640,2023-07-21,PBR,0.3206
083640,2023-07-21,PCR,10.361
083640,2023-07-21,PER,-11.7425
083640,2023-07-21,PSR,0.6095
083650,2023-07-21,PBR,4.4622
083650,2023-07-21,PCR,5.0844
083650,2023-07-21,PER,-13.9512
083650,2023-07-21,PSR,0.6976
083660,2023-07-21,PBR,10.6099
083660,2023-07-21,PCR,-9.3034
083660,2023-07-21,PER,-4.7582
083660,2023-07-21,PSR,1.0766
083790,2023-07-21,PBR,1.5102
083790,2023-07-21,PCR,-10.9646
083790,2023-07-21,PER,-11.0053
083790,2023-07-21,PSR,7.5521
083930,2023-07-21,PBR,2.1478
083930,2023-07-21,PCR,-7.8122
083930,2023-07-21,PER,21.2045
083930,2023-07-21,PSR,1.6066
084010,2023-07-21,PBR,0.425
084010,2023-07-21,PCR,6.4258
084010,2023-07-21,PER,3.7397
084010,2023-07-21,PSR,0.1648
084110,2023-07-21,PBR,0.3046
084110,2023-07-21,PCR,3.9105
084110,2023-07-21,PER,-10.6665
084110,2023-07-21,PSR,0.3674
084180,2023-07-21,PBR,1.6058
084180,2023-07-21,PCR,-30.4775
084180,2023-07-21,PER,-10.4494
084180,2023-07-21,PSR,1.5432
084370,2023-07-21,PBR,2.1154
084370,2023-07-21,PCR,13.5643
084370,2023-07-21,PER,25.7107
084370,2023-07-21,PSR,2.697
084440,2023-07-21,PBR,6.0622
084440,2023-07-21,PCR,16.9136
084440,2023-07-21,PER,38.44
084440,2023-07-21,PSR,1.2891
084650,2023-07-21,PBR,1.6387
084650,2023-07-21,PCR,4.8947
084650,2023-07-21,PER,25.715
084650,2023-07-21,PSR,4.447
084670,2023-07-21,PBR,0.5635
084670,2023-07-21,PCR,213.693
084670,2023-07-21,PER,-6.194
084670,2023-07-21,PSR,0.3806
084680,2023-07-21,PBR,0.8204
084680,2023-07-21,PCR,10.513
084680,2023-07-21,PER,31.8727
084680,2023-07-21,PSR,1.5836
084690,2023-07-21,PBR,0.1654
084690,2023-07-21,PCR,4.9723
084690,2023-07-21,PER,3.5226
084690,2023-07-21,PSR,0.0493
084730,2023-07-21,PBR,0.725
084730,2023-07-21,PCR,9.957
084730,2023-07-21,PER,22.6142
084730,2023-07-21,PSR,0.3889
084850,2023-07-21,PBR,2.3164
084850,2023-07-21,PCR,-34.1744
084850,2023-07-21,PER,-15.5731
084850,2023-07-21,PSR,0.7944
084870,2023-07-21,PBR,0.6406
084870,2023-07-21,PCR,-4.1079
084870,2023-07-21,PER,10.2142
084870,2023-07-21,PSR,0.1796
084990,2023-07-21,PBR,1.2408
084990,2023-07-21,PCR,-5.9
084990,2023-07-21,PER,-6.0818
084990,2023-07-21,PSR,88.5003
085310,2023-07-21,PBR,0.7109
085310,2023-07-21,PCR,43.9908
085310,2023-07-21,PER,6.0131
085310,2023-07-21,PSR,0.9541
085370,2023-07-21,PBR,6.2895
085370,2023-07-21,PCR,45.6663
085370,2023-07-21,PER,20.9469
085370,2023-07-21,PSR,3.5727
085620,2023-07-21,PBR,0.3626
085620,2023-07-21,PCR,-0.3361
085620,2023-07-21,PER,5.9647
085660,2023-07-21,PBR,1.0622
085660,2023-07-21,PCR,-21.7199
085660,2023-07-21,PER,-13.2326
085660,2023-07-21,PSR,0.8343
085670,2023-07-21,PBR,2.0605
085670,2023-07-21,PCR,6.5655
085670,2023-07-21,PER,15.7571
085670,2023-07-21,PSR,0.5728
085810,2023-07-21,PBR,0.9855
085810,2023-07-21,PCR,-7.2861
085810,2023-07-21,PER,-3.176
085810,2023-07-21,PSR,7.3949
085910,2023-07-21,PBR,0.7133
085910,2023-07-21,PCR,9.7278
085910,2023-07-21,PER,15.249
085910,2023-07-21,PSR,0.7992
086040,2023-07-21,PBR,2.7268
086040,2023-07-21,PCR,-37.1528
086040,2023-07-21,PER,-297.2225
086040,2023-07-21,PSR,3.2132
086060,2023-07-21,PBR,0.8057
086060,2023-07-21,PCR,121.1223
086060,2023-07-21,PER,19.1246
086060,2023-07-21,PSR,0.4373
086280,2023-07-21,PBR,1.0312
086280,2023-07-21,PCR,2.6901
086280,2023-07-21,PER,5.8569
086280,2023-07-21,PSR,0.257
086390,2023-07-21,PBR,2.0462
086390,2023-07-21,PCR,39.2249
086390,2023-07-21,PER,-79.51
086390,2023-07-21,PSR,2.0703
086450,2023-07-21,PBR,1.163
086450,2023-07-21,PCR,13.9383
086450,2023-07-21,PER,11.0746
086450,2023-07-21,PSR,0.9
086520,2023-07-21,PBR,11.7229
086520,2023-07-21,PCR,-51.2208
086520,2023-07-21,PER,50.1986
086520,2023-07-21,PSR,4.3334
086670,2023-07-21,PBR,1.378
086670,2023-07-21,PCR,-26.125
086670,2023-07-21,PER,8.3973
086670,2023-07-21,PSR,0.9072
086710,2023-07-21,PBR,1.8177
086710,2023-07-21,PCR,16.4559
086710,2023-07-21,PER,5.0516
086710,2023-07-21,PSR,1.5879
086790,2023-07-21,PBR,0.3097
086790,2023-07-21,PCR,1.3663
086790,2023-07-21,PER,3.043
086820,2023-07-21,PBR,2.0038
086820,2023-07-21,PCR,-32.061
086820,2023-07-21,PER,-11.2422
086820,2023-07-21,PSR,8.0901
086890,2023-07-21,PBR,3.5104
086890,2023-07-21,PCR,
086890,2023-07-21,PER,-34.0505
086890,2023-07-21,PSR,5.2323
086900,2023-07-21,PBR,3.7496
086900,2023-07-21,PCR,121.8158
086900,2023-07-21,PER,45.033
086900,2023-07-21,PSR,8.5474
086960,2023-07-21,PBR,1.7061
086960,2023-07-21,PCR,23.8101
086960,2023-07-21,PER,-57.0
086960,2023-07-21,PSR,1.2416
086980,2023-07-21,PBR,1.6696
086980,2023-07-21,PCR,-18.662
086980,2023-07-21,PER,-1129.05
086980,2023-07-21,PSR,3.5843
087010,2023-07-21,PBR,11.4151
087010,2023-07-21,PCR,-55.1299
087010,2023-07-21,PER,-35.6723
087010,2023-07-21,PSR,144.3879
087260,2023-07-21,PBR,2.0166
087260,2023-07-21,PCR,-28.9415
087260,2023-07-21,PER,51.4516
087260,2023-07-21,PSR,1.6993
087600,2023-07-21,PBR,0.6803
087600,2023-07-21,PCR,7.6938
087600,2023-07-21,PER,-44.9789
087600,2023-07-21,PSR,0.9911
088130,2023-07-21,PBR,0.4194
088130,2023-07-21,PCR,-8.2105
088130,2023-07-21,PER,-6.1272
088130,2023-07-21,PSR,0.3623
088290,2023-07-21,PBR,2.1751
088290,2023-07-21,PCR,44.2148
088290,2023-07-21,PER,160.2788
088290,2023-07-21,PSR,2.6658
088350,2023-07-21,PBR,0.2082
088350,2023-07-21,PCR,0.555
088350,2023-07-21,PER,2.874
088390,2023-07-21,PBR,1.53
088390,2023-07-21,PCR,53.613
088390,2023-07-21,PER,35.0343
088390,2023-07-21,PSR,4.6194
088790,2023-07-21,PBR,0.3037
088790,2023-07-21,PCR,2.7114
088790,2023-07-21,PER,6.9292
088790,2023-07-21,PSR,0.4981
088800,2023-07-21,PBR,1.8609
088800,2023-07-21,PCR,-37.7247
088800,2023-07-21,PER,-4.9143
088800,2023-07-21,PSR,0.5555
088910,2023-07-21,PBR,0.3755
088910,2023-07-21,PCR,11.6455
088910,2023-07-21,PER,4.2284
088910,2023-07-21,PSR,0.206
089010,2023-07-21,PBR,2.647
089010,2023-07-21,PCR,8.718
089010,2023-07-21,PER,-49.439
089010,2023-07-21,PSR,0.6611
089030,2023-07-21,PBR,1.354
089030,2023-07-21,PCR,5.8327
089030,2023-07-21,PER,19.5018
089030,2023-07-21,PSR,1.3869
089140,2023-07-21,PBR,0.7732
089140,2023-07-21,PCR,-21.5516
089140,2023-07-21,PER,-48.1742
089140,2023-07-21,PSR,2.2134
089150,2023-07-21,PBR,1.5414
089150,2023-07-21,PCR,40.6982
089150,2023-07-21,PER,88.1795
089150,2023-07-21,PSR,3.8903
089230,2023-07-21,PBR,0.6301
089230,2023-07-21,PCR,12.8959
089230,2023-07-21,PER,-2.2193
089230,2023-07-21,PSR,1.1174
089470,2023-07-21,PBR,0.4289
089470,2023-07-21,PCR,3.4909
089470,2023-07-21,PER,9.8611
089470,2023-07-21,PSR,0.128
089530,2023-07-21,PBR,0.5523
089530,2023-07-21,PCR,1.9712
089530,2023-07-21,PER,-1.1534
089530,2023-07-21,PSR,2.5068
089590,2023-07-21,PBR,5.1905
089590,2023-07-21,PCR,3.0447
089590,2023-07-21,PER,-18.8035
089590,2023-07-21,PSR,1.073
089600,2023-07-21,PBR,1.028
089600,2023-07-21,PCR,9.5563
089600,2023-07-21,PER,9.193
089600,2023-07-21,PSR,1.5917
089790,2023-07-21,PBR,1.9349
089790,2023-07-21,PCR,7.7253
089790,2023-07-21,PER,8.5352
089790,2023-07-21,PSR,1.4823
089850,2023-07-21,PBR,0.417
089850,2023-07-21,PCR,10.9219
089850,2023-07-21,PER,26.5247
089850,2023-07-21,PSR,0.2026
089860,2023-07-21,PBR,0.769
089860,2023-07-21,PCR,183.5094
089860,2023-07-21,PER,10.6211
089860,2023-07-21,PSR,0.3524
089890,2023-07-21,PBR,3.7216
089890,2023-07-21,PCR,28.6252
089890,2023-07-21,PER,39.3596
089890,2023-07-21,PSR,3.3295
089970,2023-07-21,PBR,3.6135
089970,2023-07-21,PCR,-8.7945
089970,2023-07-21,PER,35.3186
089970,2023-07-21,PSR,5.6026
089980,2023-07-21,PBR,2.2669
089980,2023-07-21,PCR,23.9835
089980,2023-07-21,PER,53.1281
089980,2023-07-21,PSR,2.2444
090080,2023-07-21,PBR,2.3818
090080,2023-07-21,PCR,3.0754
090080,2023-07-21,PER,13.6046
090080,2023-07-21,PSR,0.1488
090150,2023-07-21,PBR,0.8111
090150,2023-07-21,PCR,6.7562
090150,2023-07-21,PER,-19.859
090150,2023-07-21,PSR,0.6687
090350,2023-07-21,PBR,0.456
090350,2023-07-21,PCR,4.5152
090350,2023-07-21,PER,12.6357
090350,2023-07-21,PSR,0.2165
090360,2023-07-21,PBR,3.3799
090360,2023-07-21,PCR,-26.5752
090360,2023-07-21,PER,143.0
090360,2023-07-21,PSR,2.2976
090370,2023-07-21,PBR,0.922
090370,2023-07-21,PCR,16.5616
090370,2023-07-21,PER,-24.5357
090370,2023-07-21,PSR,3.3123
090410,2023-07-21,PBR,1.1818
090410,2023-07-21,PCR,3.3838
090410,2023-07-21,PER,6.7677
090410,2023-07-21,PSR,0.4993
090430,2023-07-21,PBR,1.2598
090430,2023-07-21,PCR,20.4556
090430,2023-07-21,PER,61.0359
090430,2023-07-21,PSR,1.5543
090460,2023-07-21,PBR,1.627
090460,2023-07-21,PCR,4.5894
090460,2023-07-21,PER,6.7492
090460,2023-07-21,PSR,0.5565
090470,2023-07-21,PBR,1.1681
090470,2023-07-21,PCR,10.9257
090470,2023-07-21,PER,6.3665
090470,2023-07-21,PSR,1.2917
090710,2023-07-21,PBR,3.2451
090710,2023-07-21,PCR,-45.7532
090710,2023-07-21,PER,-16.285
090710,2023-07-21,PSR,4.2894
090850,2023-07-21,PBR,
090850,2023-07-21,PCR,
090850,2023-07-21,PER,
090850,2023-07-21,PSR,
091090,2023-07-21,PBR,0.2838
091090,2023-07-21,PCR,274.1945
091090,2023-07-21,PER,-0.9049
091090,2023-07-21,PSR,0.3909
091120,2023-07-21,PBR,2.5815
091120,2023-07-21,PCR,11.7752
091120,2023-07-21,PER,33.1321
091120,2023-07-21,PSR,1.7773
091340,2023-07-21,PBR,0.3294
091340,2023-07-21,PCR,1.8579
091340,2023-07-21,PER,-10.3578
091340,2023-07-21,PSR,0.1393
091440,2023-07-21,PBR,1.6585
091440,2023-07-21,PCR,-4.1543
091440,2023-07-21,PER,-1.6617
091440,2023-07-21,PSR,0.7501
091580,2023-07-21,PBR,2.3786
091580,2023-07-21,PCR,6.1461
091580,2023-07-21,PER,10.9343
091580,2023-07-21,PSR,0.9618
091590,2023-07-21,PBR,0.5561
091590,2023-07-21,PCR,-5.25
091590,2023-07-21,PER,3.4357
091590,2023-07-21,PSR,0.9299
091700,2023-07-21,PBR,1.0159
091700,2023-07-21,PCR,4.039
091700,2023-07-21,PER,12.1746
091700,2023-07-21,PSR,0.4392
091810,2023-07-21,PBR,8.7082
091810,2023-07-21,PCR,1.9869
091810,2023-07-21,PER,-18.5608
091810,2023-07-21,PSR,0.7449
091970,2023-07-21,PBR,0.8934
091970,2023-07-21,PCR,-4.0805
091970,2023-07-21,PER,-1.7255
091970,2023-07-21,PSR,0.6666
091990,2023-07-21,PBR,5.1826
091990,2023-07-21,PCR,51.0207
091990,2023-07-21,PER,68.6643
091990,2023-07-21,PSR,5.2529
092040,2023-07-21,PBR,1.8734
092040,2023-07-21,PCR,-27.5976
092040,2023-07-21,PER,-10.6573
092040,2023-07-21,PSR,2.4186
092070,2023-07-21,PBR,1.63
092070,2023-07-21,PCR,44.2922
092070,2023-07-21,PER,39.5223
092070,2023-07-21,PSR,1.9625
092130,2023-07-21,PBR,4.2713
092130,2023-07-21,PCR,9.8877
092130,2023-07-21,PER,14.5502
092130,2023-07-21,PSR,3.9859
092190,2023-07-21,PBR,0.9494
092190,2023-07-21,PCR,2.0587
092190,2023-07-21,PER,-1.7971
092190,2023-07-21,PSR,0.411
092200,2023-07-21,PBR,1.623
092200,2023-07-21,PCR,-8.2491
092200,2023-07-21,PER,24.9998
092200,2023-07-21,PSR,0.3404
092220,2023-07-21,PBR,1.194
092220,2023-07-21,PCR,3607.71
092220,2023-07-21,PER,33.7169
092220,2023-07-21,PSR,1.53
092230,2023-07-21,PBR,0.1523
092230,2023-07-21,PCR,3.5439
092230,2023-07-21,PER,7.1833
092230,2023-07-21,PSR,0.1772
092300,2023-07-21,PBR,1.1692
092300,2023-07-21,PCR,5.6922
092300,2023-07-21,PER,18.9062
092300,2023-07-21,PSR,0.4859
092440,2023-07-21,PBR,0.3969
092440,2023-07-21,PCR,-17.7546
092440,2023-07-21,PER,22.5968
092440,2023-07-21,PSR,0.6881
092460,2023-07-21,PBR,1.1658
092460,2023-07-21,PCR,7.4142
092460,2023-07-21,PER,17.1874
092460,2023-07-21,PSR,1.0834
092600,2023-07-21,PBR,0.5108
092600,2023-07-21,PCR,-2.3623
092600,2023-07-21,PER,-1.2954
092600,2023-07-21,PSR,0.4856
092730,2023-07-21,PBR,1.3106
092730,2023-07-21,PCR,9.338
092730,2023-07-21,PER,9.6838
092730,2023-07-21,PSR,2.1208
092780,2023-07-21,PBR,0.5903
092780,2023-07-21,PCR,3.3666
092780,2023-07-21,PER,14.5886
092780,2023-07-21,PSR,0.1824
092870,2023-07-21,PBR,1.1199
092870,2023-07-21,PCR,71.3555
092870,2023-07-21,PER,9.8114
092870,2023-07-21,PSR,1.5138
093050,2023-07-21,PBR,0.2624
093050,2023-07-21,PCR,4.5212
093050,2023-07-21,PER,3.1145
093050,2023-07-21,PSR,0.2172
093190,2023-07-21,PBR,0.5567
093190,2023-07-21,PCR,7.2599
093190,2023-07-21,PER,9.3091
093190,2023-07-21,PSR,0.8673
093230,2023-07-21,PBR,1.7499
093230,2023-07-21,PCR,-14.9476
093230,2023-07-21,PER,-3.7701
093230,2023-07-21,PSR,1.1636
093240,2023-07-21,PBR,0.6217
093240,2023-07-21,PCR,-4.8942
093240,2023-07-21,PER,5.9282
093240,2023-07-21,PSR,0.457
093320,2023-07-21,PBR,2.2105
093320,2023-07-21,PCR,11.0189
093320,2023-07-21,PER,12.0555
093320,2023-07-21,PSR,3.0484
093370,2023-07-21,PBR,3.1901
093370,2023-07-21,PCR,23.0135
093370,2023-07-21,PER,24.1263
093370,2023-07-21,PSR,2.061
093380,2023-07-21,PBR,
093380,2023-07-21,PCR,
093380,2023-07-21,PER,
093380,2023-07-21,PSR,
093520,2023-07-21,PBR,2.3179
093520,2023-07-21,PCR,11.7139
093520,2023-07-21,PER,8.7501
093520,2023-07-21,PSR,1.0287
093640,2023-07-21,PBR,4.5461
093640,2023-07-21,PCR,-146.4106
093640,2023-07-21,PER,-28.2839
093640,2023-07-21,PSR,19.2944
093920,2023-07-21,PBR,0.5745
093920,2023-07-21,PCR,4.7559
093920,2023-07-21,PER,5.0773
093920,2023-07-21,PSR,0.4001
094170,2023-07-21,PBR,41.6956
094170,2023-07-21,PCR,41.6471
094170,2023-07-21,PER,358.1648
094170,2023-07-21,PSR,14.2355
094280,2023-07-21,PBR,2.1757
094280,2023-07-21,PCR,6.7925
094280,2023-07-21,PER,10.4615
094280,2023-07-21,PSR,0.2872
094360,2023-07-21,PBR,9.6759
094360,2023-07-21,PCR,51.7533
094360,2023-07-21,PER,34.8075
094360,2023-07-21,PSR,15.4245
094480,2023-07-21,PBR,1.9645
094480,2023-07-21,PCR,17.638
094480,2023-07-21,PER,44.8004
094480,2023-07-21,PSR,1.8543
094820,2023-07-21,PBR,1.6066
094820,2023-07-21,PCR,11.0133
094820,2023-07-21,PER,13.469
094820,2023-07-21,PSR,0.9748
094840,2023-07-21,PBR,0.3766
094840,2023-07-21,PCR,18.6614
094840,2023-07-21,PER,4.852
094840,2023-07-21,PSR,2.2673
094850,2023-07-21,PBR,
094850,2023-07-21,PCR,
094850,2023-07-21,PER,
094850,2023-07-21,PSR,
094860,2023-07-21,PBR,1.2063
094860,2023-07-21,PCR,-119.3452
094860,2023-07-21,PER,-477.381
094860,2023-07-21,PSR,1.1259
094940,2023-07-21,PBR,2.0851
094940,2023-07-21,PCR,23.83
094940,2023-07-21,PER,83.4049
094940,2023-07-21,PSR,2.1805
094970,2023-07-21,PBR,0.5874
094970,2023-07-21,PCR,1.4938
094970,2023-07-21,PER,2.1245
094970,2023-07-21,PSR,0.687
095190,2023-07-21,PBR,1.3393
095190,2023-07-21,PCR,-21.7
095190,2023-07-21,PER,-12.0043
095190,2023-07-21,PSR,1.1681
095270,2023-07-21,PBR,1.4181
095270,2023-07-21,PCR,-5.6683
095270,2023-07-21,PER,-16.6206
095270,2023-07-21,PSR,1.4191
095340,2023-07-21,PBR,5.3274
095340,2023-07-21,PCR,27.3943
095340,2023-07-21,PER,34.7569
095340,2023-07-21,PSR,7.8227
095500,2023-07-21,PBR,3.2083
095500,2023-07-21,PCR,-120.9389
095500,2023-07-21,PER,-61.4143
095500,2023-07-21,PSR,1.4919
095570,2023-07-21,PBR,0.523
095570,2023-07-21,PCR,10.566
095570,2023-07-21,PER,73.9619
095570,2023-07-21,PSR,0.1697
